election,year,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
general election,2002,Louth ,Independent,Liam Ó Gógáin,4,9525,81952,48274,47623,651,"[239, 0, 0, 0, 0, 0, 0, 0]","[239, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Louth ,Workers' Party,Peter Short,4,9525,81952,48274,47623,651,"[176, 0, 0, 0, 0, 0, 0, 0]","[176, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Louth ,Christian Solidarity,Michael Maguire,4,9525,81952,48274,47623,651,"[79, 0, 0, 0, 0, 0, 0, 0]","[79, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Mayo ,Independent,Jerry Cowley,5,10581,94854,64270,63480,790,"[8709, 504, 595, 765, 555, -547, 0, 0, 0, 0]","[8709, 9213, 9808, 10573, 11128, 10581, 10581, 10581, 10581, 10581]"
general election,2002,Mayo ,Fine Gael,Michael Ring,5,10581,94854,64270,63480,790,"[9880, 165, 339, 192, 331, 0, -326, 0, 0, 0]","[9880, 10045, 10384, 10576, 10907, 10907, 10581, 10581, 10581, 10581]"
general election,2002,Mayo ,Fine Gael,Enda Kenny,5,10581,94854,64270,63480,790,"[5834, 120, 91, 97, 336, 98, 131, 600, 4615, -1341]","[5834, 5954, 6045, 6142, 6478, 6576, 6707, 7307, 11922, 10581]"
general election,2002,Mayo ,Fianna Fáil,John Carty,5,10581,94854,64270,63480,790,"[6457, 55, 43, 201, 61, 5, 2, 1460, 1247, 626]","[6457, 6512, 6555, 6756, 6817, 6822, 6824, 8284, 9531, 10157]"
general election,2002,Mayo ,Fianna Fáil,Beverley Flynn,5,10581,94854,64270,63480,790,"[6661, 80, 145, 237, 44, 11, 9, 2330, 232, 161]","[6661, 6741, 6886, 7123, 7167, 7178, 7187, 9517, 9749, 9910]"
general election,2002,Mayo ,Fianna Fáil,Tom Moffatt,5,10581,94854,64270,63480,790,"[6536, 213, 143, 192, 437, 140, 36, 928, 253, 309]","[6536, 6749, 6892, 7084, 7521, 7661, 7697, 8625, 8878, 9187]"
general election,2002,Mayo ,Fine Gael,Jim Higgins,5,10581,94854,64270,63480,790,"[5858, 113, 64, 120, 678, 165, 102, 120, 0, 0]","[5858, 5971, 6035, 6155, 6833, 6998, 7100, 7220, 0, 0]"
general election,2002,Mayo ,Fianna Fáil,Frank Chambers,5,10581,94854,64270,63480,790,"[5726, 66, 253, 221, 41, 8, 4, 0, 0, 0]","[5726, 5792, 6045, 6266, 6307, 6315, 6319, 0, 0, 0]"
general election,2002,Mayo ,Fine Gael,Ernie Caffrey,5,10581,94854,64270,63480,790,"[2290, 129, 67, 72, 0, 0, 0, 0, 0, 0]","[2290, 2419, 2486, 2558, 0, 0, 0, 0, 0, 0]"
general election,2002,Mayo ,Sinn Féin,Vincent Wood,5,10581,94854,64270,63480,790,"[2085, 96, 93, 0, 0, 0, 0, 0, 0, 0]","[2085, 2181, 2274, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Mayo ,Independent,Michael Holmes,5,10581,94854,64270,63480,790,"[1754, 119, 0, 0, 0, 0, 0, 0, 0, 0]","[1754, 1873, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Mayo ,Progressive Democrats,Billy Heffron,5,10581,94854,64270,63480,790,"[919, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[919, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Mayo ,Green Party,Ann Crowley,5,10581,94854,64270,63480,790,"[669, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[669, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Mayo ,Independent,Thomas King,5,10581,94854,64270,63480,790,"[102, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[102, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Meath ,Fianna Fáil,Noel Dempsey,5,10681,108717,64081,64081,,"[11534, -853, 0, 0, 0, 0, 0, 0, 0]","[11534, 10681, 10681, 10681, 10681, 10681, 10681, 10681, 10681]"
general election,2002,Meath ,Fine Gael,John Bruton,5,10681,108717,64081,64081,,"[7617, 76, 32, 155, 241, 333, 694, 1733, 0]","[7617, 7693, 7725, 7880, 8121, 8454, 9148, 10881, 10881]"
general election,2002,Meath ,Fianna Fáil,Mary Wallace,5,10681,108717,64081,64081,,"[8759, 313, 32, 180, 361, 362, 254, 113, 1261]","[8759, 9072, 9104, 9284, 9645, 10007, 10261, 10374, 11635]"
general election,2002,Meath ,Fine Gael,Damien English,5,10681,108717,64081,64081,,"[5958, 61, 52, 68, 126, 374, 737, 1349, 1429]","[5958, 6019, 6071, 6139, 6265, 6639, 7376, 8725, 10154]"
general election,2002,Meath ,Fianna Fáil,Johnny Brady,5,10681,108717,64081,64081,,"[8493, 258, 36, 46, 46, 108, 123, 467, 299]","[8493, 8751, 8787, 8833, 8879, 8987, 9110, 9577, 9876]"
general election,2002,Meath ,Sinn Féin,Joe Reilly,5,10681,108717,64081,64081,,"[6042, 51, 51, 123, 118, 325, 412, 226, 732]","[6042, 6093, 6144, 6267, 6385, 6710, 7122, 7348, 8080]"
general election,2002,Meath ,Independent,Brian Fitzgerald,5,10681,108717,64081,64081,,"[3722, 29, 56, 113, 185, 359, 675, 119, 0]","[3722, 3751, 3807, 3920, 4105, 4464, 5139, 5258, 0]"
general election,2002,Meath ,Fine Gael,John Farrelly,5,10681,108717,64081,64081,,"[3877, 15, 11, 34, 41, 74, 221, 0, 0]","[3877, 3892, 3903, 3937, 3978, 4052, 4273, 0, 0]"
general election,2002,Meath ,Labour Party,Peter Ward,5,10681,108717,64081,64081,,"[2727, 21, 21, 75, 120, 631, 0, 0, 0]","[2727, 2748, 2769, 2844, 2964, 3595, 0, 0, 0]"
general election,2002,Meath ,Green Party,Fergal O'Byrne,5,10681,108717,64081,64081,,"[2337, 16, 53, 224, 200, 0, 0, 0, 0]","[2337, 2353, 2406, 2630, 2830, 0, 0, 0, 0]"
general election,2002,Meath ,Independent,Tom Kelly,5,10681,108717,64081,64081,,"[1373, 7, 23, 163, 0, 0, 0, 0, 0]","[1373, 1380, 1403, 1566, 0, 0, 0, 0, 0]"
general election,2002,Meath ,Independent,Pat O'Brien,5,10681,108717,64081,64081,,"[1199, 3, 42, 0, 0, 0, 0, 0, 0]","[1199, 1202, 1244, 0, 0, 0, 0, 0, 0]"
general election,2002,Meath ,Independent,Jane Colwell,5,10681,108717,64081,64081,,"[263, 2, 0, 0, 0, 0, 0, 0, 0]","[263, 265, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Meath ,Christian Solidarity,Michael Redmond,5,10681,108717,64081,64081,,"[180, 1, 0, 0, 0, 0, 0, 0, 0]","[180, 181, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Sligo–Leitrim,Independent,Marian Harkin,4,9795,70460,49494,48971,523,"[8610, 186, 828, 1773, -1602, 0, 0]","[8610, 8796, 9624, 11397, 9795, 9795, 9795]"
general election,2002,Sligo–Leitrim,Fianna Fáil,Jimmy Devins,4,9795,70460,49494,48971,523,"[6307, 120, 397, 767, 303, 2727, -826]","[6307, 6427, 6824, 7591, 7894, 10621, 9795]"
general election,2002,Sligo–Leitrim,Fine Gael,John Perry,4,9795,70460,49494,48971,523,"[6897, 86, 308, 408, 224, 2516, 0]","[6897, 6983, 7291, 7699, 7923, 10439, 10439]"
general election,2002,Sligo–Leitrim,Fianna Fáil,John Ellis,4,9795,70460,49494,48971,523,"[6434, 31, 41, 776, 221, 996, 772]","[6434, 6465, 6506, 7282, 7503, 8499, 9271]"
general election,2002,Sligo–Leitrim,Fine Gael,Gerry Reynolds,4,9795,70460,49494,48971,523,"[6162, 74, 202, 501, 212, 152, 54]","[6162, 6236, 6438, 6939, 7151, 7303, 7357]"
general election,2002,Sligo–Leitrim,Fianna Fáil,Eamon Scanlon,4,9795,70460,49494,48971,523,"[6345, 36, 82, 393, 125, 0, 0]","[6345, 6381, 6463, 6856, 6981, 0, 0]"
general election,2002,Sligo–Leitrim,Sinn Féin,Seán MacManus,4,9795,70460,49494,48971,523,"[5001, 99, 516, 0, 0, 0, 0]","[5001, 5100, 5616, 0, 0, 0, 0]"
general election,2002,Sligo–Leitrim,Labour Party,Declan Bree,4,9795,70460,49494,48971,523,"[2429, 101, 0, 0, 0, 0, 0]","[2429, 2530, 0, 0, 0, 0, 0]"
general election,2002,Sligo–Leitrim,Independent,Andy McSharry,4,9795,70460,49494,48971,523,"[303, 0, 0, 0, 0, 0, 0]","[303, 0, 0, 0, 0, 0, 0]"
general election,2002,Sligo–Leitrim,Independent,Martin Forde,4,9795,70460,49494,48971,523,"[203, 0, 0, 0, 0, 0, 0]","[203, 0, 0, 0, 0, 0, 0]"
general election,2002,Sligo–Leitrim,Christian Solidarity,John Lacken,4,9795,70460,49494,48971,523,"[166, 0, 0, 0, 0, 0, 0]","[166, 0, 0, 0, 0, 0, 0]"
general election,2002,Sligo–Leitrim,Independent,John McCrea,4,9795,70460,49494,48971,523,"[114, 0, 0, 0, 0, 0, 0]","[114, 0, 0, 0, 0, 0, 0]"
general election,2002,Tipperary North ,Independent,Michael Lowry,3,10242,59427,41412,40966,446,"[10400, 0, 0, 0]","[10400, 10400, 10400, 10400]"
general election,2002,Tipperary North ,Fianna Fáil,Máire Hoctor,3,10242,59427,41412,40966,446,"[8949, 371, 1720, -798]","[8949, 9320, 11040, 10242]"
general election,2002,Tipperary North ,Fianna Fáil,Michael Smith,3,10242,59427,41412,40966,446,"[8526, 316, 800, 446]","[8526, 8842, 9642, 10088]"
general election,2002,Tipperary North ,Fine Gael,Noel Coonan,3,10242,59427,41412,40966,446,"[6108, 328, 2649, 352]","[6108, 6436, 9085, 9437]"
general election,2002,Tipperary North ,Labour Party,Kathleen O'Meara,3,10242,59427,41412,40966,446,"[5537, 340, 0, 0]","[5537, 5877, 0, 0]"
general election,2002,Tipperary North ,Progressive Democrats,Bill Dwan,3,10242,59427,41412,40966,446,"[1446, 0, 0, 0]","[1446, 0, 0, 0]"
general election,2002,Tipperary South ,Fine Gael,Tom Hayes,3,9167,56092,37056,36666,390,"[8997, 136, 1591]","[8997, 9133, 10724]"
general election,2002,Tipperary South ,Fianna Fáil,Noel Davern,3,9167,56092,37056,36666,390,"[8888, 197, 944]","[8888, 9085, 10029]"
general election,2002,Tipperary South ,Independent,Séamus Healy,3,9167,56092,37056,36666,390,"[7350, 415, 1712]","[7350, 7765, 9477]"
general election,2002,Tipperary South ,Fianna Fáil,Martin Mansergh,3,9167,56092,37056,36666,390,"[5233, 200, 455]","[5233, 5433, 5888]"
general election,2002,Tipperary South ,Labour Party,Denis Landy,3,9167,56092,37056,36666,390,"[3353, 202, 0]","[3353, 3555, 0]"
general election,2002,Tipperary South ,Independent,Tom Wood,3,9167,56092,37056,36666,390,"[1515, 116, 0]","[1515, 1631, 0]"
general election,2002,Tipperary South ,Sinn Féin,Muiris Ó Suilleabháin,3,9167,56092,37056,36666,390,"[1210, 0, 0]","[1210, 0, 0]"
general election,2002,Tipperary South ,Christian Solidarity,Michael Larkin,3,9167,56092,37056,36666,390,"[120, 0, 0]","[120, 0, 0]"
general election,2002,Waterford ,Fianna Fáil,Martin Cullen,4,9313,73725,47120,46563,557,"[8529, 77, 128, 120, 578, 0, 0]","[8529, 8606, 8734, 8854, 9432, 9432, 9432]"
general election,2002,Waterford ,Fine Gael,John Deasy,4,9313,73725,47120,46563,557,"[7204, 99, 60, 218, 537, 1880, 0]","[7204, 7303, 7363, 7581, 8118, 9998, 9998]"
general election,2002,Waterford ,Labour Party,Brian O'Shea,4,9313,73725,47120,46563,557,"[6219, 145, 285, 533, 467, 667, 1208]","[6219, 6364, 6649, 7182, 7649, 8316, 9524]"
general election,2002,Waterford ,Fianna Fáil,Ollie Wilkinson,4,9313,73725,47120,46563,557,"[7312, 55, 16, 60, 192, 88, 481]","[7312, 7367, 7383, 7443, 7635, 7723, 8204]"
general election,2002,Waterford ,Fianna Fáil,Brendan Kenneally,4,9313,73725,47120,46563,557,"[5735, 45, 140, 49, 196, 260, 692]","[5735, 5780, 5920, 5969, 6165, 6425, 7117]"
general election,2002,Waterford ,Sinn Féin,David Cullinane,4,9313,73725,47120,46563,557,"[2955, 135, 320, 175, 129, 157, 0]","[2955, 3090, 3410, 3585, 3714, 3871, 0]"
general election,2002,Waterford ,Fine Gael,Maurice Cummins,4,9313,73725,47120,46563,557,"[2799, 63, 147, 112, 220, 0, 0]","[2799, 2862, 3009, 3121, 3341, 0, 0]"
general election,2002,Waterford ,Progressive Democrats,Michael Flynn,4,9313,73725,47120,46563,557,"[2137, 50, 64, 213, 0, 0, 0]","[2137, 2187, 2251, 2464, 0, 0, 0]"
general election,2002,Waterford ,Green Party,Brendan McCann,4,9313,73725,47120,46563,557,"[1361, 172, 113, 0, 0, 0, 0]","[1361, 1533, 1646, 0, 0, 0, 0]"
general election,2002,Waterford ,Workers' Party,John Halligan,4,9313,73725,47120,46563,557,"[1270, 128, 0, 0, 0, 0, 0]","[1270, 1398, 0, 0, 0, 0, 0]"
general election,2002,Waterford ,Christian Solidarity,Declan Waters,4,9313,73725,47120,46563,557,"[335, 0, 0, 0, 0, 0, 0]","[335, 0, 0, 0, 0, 0, 0]"
general election,2002,Waterford ,Socialist Workers,Jimmy Kelly,4,9313,73725,47120,46563,557,"[300, 0, 0, 0, 0, 0, 0]","[300, 0, 0, 0, 0, 0, 0]"
general election,2002,Waterford ,Independent,Conor Halpin,4,9313,73725,47120,46563,557,"[289, 0, 0, 0, 0, 0, 0]","[289, 0, 0, 0, 0, 0, 0]"
general election,2002,Waterford ,Independent,Eddie Walsh,4,9313,73725,47120,46563,557,"[118, 0, 0, 0, 0, 0, 0]","[118, 0, 0, 0, 0, 0, 0]"
general election,2002,Westmeath ,Labour Party,Willie Penrose,3,8606,56054,34978,34421,557,"[8967, -361, 0]","[8967, 8606, 8606]"
general election,2002,Westmeath ,Fianna Fáil,Donie Cassidy,3,8606,56054,34978,34421,557,"[7892, 90, 576]","[7892, 7982, 8558]"
general election,2002,Westmeath ,Fine Gael,Paul McGrath,3,8606,56054,34978,34421,557,"[5570, 145, 2770]","[5570, 5715, 8485]"
general election,2002,Westmeath ,Fianna Fáil,Mary O'Rourke,3,8606,56054,34978,34421,557,"[6444, 47, 1544]","[6444, 6491, 8035]"
general election,2002,Westmeath ,Fine Gael,Nicky McFadden,3,8606,56054,34978,34421,557,"[3793, 31, 0]","[3793, 3824, 0]"
general election,2002,Westmeath ,Sinn Féin,Niamh Hogg,3,8606,56054,34978,34421,557,"[1185, 31, 0]","[1185, 1216, 0]"
general election,2002,Westmeath ,Independent,Veronica Lynam,3,8606,56054,34978,34421,557,"[444, 16, 0]","[444, 460, 0]"
general election,2002,Westmeath ,Christian Solidarity,Patrick Walsh,3,8606,56054,34978,34421,557,"[126, 1, 0]","[126, 127, 0]"
general election,2002,Wexford ,Fianna Fáil,John Browne,5,10071,94586,61440,60423,1017,"[9150, 31, 337, 91, 569, 0, 0, -107]","[9150, 9181, 9518, 9609, 10178, 10178, 10178, 10071]"
general election,2002,Wexford ,Labour Party,Brendan Howlin,5,10071,94586,61440,60423,1017,"[7995, 78, 128, 723, 1211, 0, 0, 0]","[7995, 8073, 8201, 8924, 10135, 10135, 10135, 10135]"
general election,2002,Wexford ,Fine Gael,Paul Kehoe,5,10071,94586,61440,60423,1017,"[7048, 51, 288, 1404, 404, 3436, -2560, 0]","[7048, 7099, 7387, 8791, 9195, 12631, 10071, 10071]"
general election,2002,Wexford ,Independent,Liam Twomey,5,10071,94586,61440,60423,1017,"[5815, 195, 203, 361, 1488, 678, 1342, 0]","[5815, 6010, 6213, 6574, 8062, 8740, 10082, 10082]"
general election,2002,Wexford ,Fianna Fáil,Tony Dempsey,5,10071,94586,61440,60423,1017,"[7520, 40, 75, 158, 403, 627, 279, 48]","[7520, 7560, 7635, 7793, 8196, 8823, 9102, 9150]"
general election,2002,Wexford ,Fianna Fáil,Hugh Byrne,5,10071,94586,61440,60423,1017,"[7556, 18, 46, 135, 481, 466, 311, 59]","[7556, 7574, 7620, 7755, 8236, 8702, 9013, 9072]"
general election,2002,Wexford ,Fine Gael,Michael D'Arcy,5,10071,94586,61440,60423,1017,"[4564, 33, 28, 1020, 190, 0, 0, 0]","[4564, 4597, 4625, 5645, 5835, 0, 0, 0]"
general election,2002,Wexford ,Sinn Féin,John Dwyer,5,10071,94586,61440,60423,1017,"[4964, 56, 128, 69, 0, 0, 0, 0]","[4964, 5020, 5148, 5217, 0, 0, 0, 0]"
general election,2002,Wexford ,Fine Gael,Avril Doyle,5,10071,94586,61440,60423,1017,"[3940, 29, 42, 0, 0, 0, 0, 0]","[3940, 3969, 4011, 0, 0, 0, 0, 0]"
general election,2002,Wexford ,Independent,Sean Doyle,5,10071,94586,61440,60423,1017,"[1274, 41, 0, 0, 0, 0, 0, 0]","[1274, 1315, 0, 0, 0, 0, 0, 0]"
general election,2002,Wexford ,Independent,Miranda Ó Bulguidhir,5,10071,94586,61440,60423,1017,"[424, 0, 0, 0, 0, 0, 0, 0]","[424, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Wexford ,Christian Solidarity,Michael O'Connor,5,10071,94586,61440,60423,1017,"[173, 0, 0, 0, 0, 0, 0, 0]","[173, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Wicklow ,Fianna Fáil,Dick Roche,5,9094,89797,55296,54560,736,"[9213, -119, 0, 0, 0, 0, 0, 0, 0, 0]","[9213, 9094, 9094, 9094, 9094, 9094, 9094, 9094, 9094, 9094]"
general election,2002,Wicklow ,Labour Party,Liz McManus,5,9094,89797,55296,54560,736,"[7595, 17, 24, 57, 208, 219, 190, 2210, -1426, 0]","[7595, 7612, 7636, 7693, 7901, 8120, 8310, 10520, 9094, 9094]"
general election,2002,Wicklow ,Fine Gael,Billy Timmins,5,9094,89797,55296,54560,736,"[7372, 5, 11, 10, 68, 930, 80, 634, 0, 0]","[7372, 7377, 7388, 7398, 7466, 8396, 8476, 9110, 9110, 9110]"
general election,2002,Wicklow ,Fianna Fáil,Joe Jacob,5,9094,89797,55296,54560,736,"[7836, 63, 14, 13, 119, 28, 233, 663, 156, -31]","[7836, 7899, 7913, 7926, 8045, 8073, 8306, 8969, 9125, 9094]"
general election,2002,Wicklow ,Independent,Mildred Fox,5,9094,89797,55296,54560,736,"[6324, 18, 22, 46, 232, 84, 249, 1272, 422, 19]","[6324, 6342, 6364, 6410, 6642, 6726, 6975, 8247, 8669, 8688]"
general election,2002,Wicklow ,Labour Party,Nicky Kelly,5,9094,89797,55296,54560,736,"[6529, 3, 4, 19, 107, 29, 219, 899, 848, 12]","[6529, 6532, 6536, 6555, 6662, 6691, 6910, 7809, 8657, 8669]"
general election,2002,Wicklow ,Green Party,Déirdre de Búrca,5,9094,89797,55296,54560,736,"[3208, 4, 28, 37, 223, 61, 465, 0, 0, 0]","[3208, 3212, 3240, 3277, 3500, 3561, 4026, 0, 0, 0]"
general election,2002,Wicklow ,Labour Party,Jimmy O'Shaughnessy,5,9094,89797,55296,54560,736,"[2029, 2, 1, 0, 96, 20, 40, 0, 0, 0]","[2029, 2031, 2032, 2032, 2128, 2148, 2188, 0, 0, 0]"
general election,2002,Wicklow ,Sinn Féin,Mairéad Keane,5,9094,89797,55296,54560,736,"[1527, 3, 6, 10, 103, 10, 0, 0, 0, 0]","[1527, 1530, 1536, 1546, 1649, 1659, 0, 0, 0, 0]"
general election,2002,Wicklow ,Fine Gael,Raymond O'Rourke,5,9094,89797,55296,54560,736,"[1332, 1, 20, 19, 25, 0, 0, 0, 0, 0]","[1332, 1333, 1353, 1372, 1397, 0, 0, 0, 0, 0]"
general election,2002,Wicklow ,Socialist Workers,Catherine Kennedy,5,9094,89797,55296,54560,736,"[399, 1, 12, 13, 0, 0, 0, 0, 0, 0]","[399, 400, 412, 425, 0, 0, 0, 0, 0, 0]"
general election,2002,Wicklow ,Independent,Robert Kearns,5,9094,89797,55296,54560,736,"[406, 0, 6, 6, 0, 0, 0, 0, 0, 0]","[406, 406, 412, 418, 0, 0, 0, 0, 0, 0]"
general election,2002,Wicklow ,Independent,Charlie Keddy,5,9094,89797,55296,54560,736,"[383, 1, 8, 12, 0, 0, 0, 0, 0, 0]","[383, 384, 392, 404, 0, 0, 0, 0, 0, 0]"
general election,2002,Wicklow ,Independent,Brian Kenny,5,9094,89797,55296,54560,736,"[236, 1, 10, 0, 0, 0, 0, 0, 0, 0]","[236, 237, 247, 0, 0, 0, 0, 0, 0, 0]"
general election,2002,Wicklow ,Independent,Barbara Hyland,5,9094,89797,55296,54560,736,"[171, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[171, 171, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,1997,Carlow–Kilkenny ,Fianna Fáil,Liam Aylward,5,9409,85096,57140,56449,691,"[11849, -2440, 0, 0, 0, 0, 0, 0]","[11849, 9409, 9409, 9409, 9409, 9409, 9409, 9409]"
general election,1997,Carlow–Kilkenny ,Fine Gael,Phil Hogan,5,9409,85096,57140,56449,691,"[9642, 0, 0, 0, 0, -233, 0, 0]","[9642, 9642, 9642, 9642, 9642, 9409, 9409, 9409]"
general election,1997,Carlow–Kilkenny ,Fine Gael,John Browne,5,9409,85096,57140,56449,691,"[6834, 87, 53, 101, 699, 156, 514, 934]","[6834, 6921, 6974, 7075, 7774, 7930, 8444, 9378]"
general election,1997,Carlow–Kilkenny ,Fianna Fáil,John McGuinness,5,9409,85096,57140,56449,691,"[5990, 1262, 70, 125, 36, 13, 1280, 534]","[5990, 7252, 7322, 7447, 7483, 7496, 8776, 9310]"
general election,1997,Carlow–Kilkenny ,Labour Party,Séamus Pattison,5,9409,85096,57140,56449,691,"[5578, 168, 38, 76, 1565, 42, 315, 1244]","[5578, 5746, 5784, 5860, 7425, 7467, 7782, 9026]"
general election,1997,Carlow–Kilkenny ,Fianna Fáil,M. J. Nolan,5,9409,85096,57140,56449,691,"[5975, 487, 106, 95, 370, 3, 861, 651]","[5975, 6462, 6568, 6663, 7033, 7036, 7897, 8548]"
general election,1997,Carlow–Kilkenny ,Green Party,Mary White,5,9409,85096,57140,56449,691,"[3116, 81, 45, 259, 241, 8, 503, 0]","[3116, 3197, 3242, 3501, 3742, 3750, 4253, 0]"
general election,1997,Carlow–Kilkenny ,Progressive Democrats,"Jim Gibbons, Jnr",5,9409,85096,57140,56449,691,"[3184, 284, 33, 122, 115, 11, 0, 0]","[3184, 3468, 3501, 3623, 3738, 3749, 0, 0]"
general election,1997,Carlow–Kilkenny ,Labour Party,Jim Townsend,5,9409,85096,57140,56449,691,"[2995, 12, 66, 29, 0, 0, 0, 0]","[2995, 3007, 3073, 3102, 0, 0, 0, 0]"
general election,1997,Carlow–Kilkenny ,National Party,Michael Quinn,5,9409,85096,57140,56449,691,"[870, 13, 17, 0, 0, 0, 0, 0]","[870, 883, 900, 0, 0, 0, 0, 0]"
general election,1997,Carlow–Kilkenny ,Independent,Billy Nolan,5,9409,85096,57140,56449,691,"[416, 46, 0, 0, 0, 0, 0, 0]","[416, 462, 0, 0, 0, 0, 0, 0]"
general election,1997,Cavan–Monaghan ,Sinn Féin,Caoimhghín Ó Caoláin,5,9925,83005,60145,59544,601,"[11531, -1606, 0, 0, 0, 0, 0]","[11531, 9925, 9925, 9925, 9925, 9925, 9925]"
general election,1997,Cavan–Monaghan ,Fianna Fáil,Brendan Smith,5,9925,83005,60145,59544,601,"[8998, 196, 2, 355, 182, 701, 0]","[8998, 9194, 9196, 9551, 9733, 10434, 10434]"
general election,1997,Cavan–Monaghan ,Fine Gael,Seymour Crawford,5,9925,83005,60145,59544,601,"[6552, 99, 9, 136, 377, 627, 2488]","[6552, 6651, 6660, 6796, 7173, 7800, 10288]"
general election,1997,Cavan–Monaghan ,Fine Gael,Andrew Boylan,5,9925,83005,60145,59544,601,"[4894, 62, 7, 177, 366, 2692, 1508]","[4894, 4956, 4963, 5140, 5506, 8198, 9706]"
general election,1997,Cavan–Monaghan ,Fianna Fáil,Rory O'Hanlon,5,9925,83005,60145,59544,601,"[7325, 367, 8, 320, 374, 221, 936]","[7325, 7692, 7700, 8020, 8394, 8615, 9551]"
general election,1997,Cavan–Monaghan ,Fianna Fáil,Ann Leonard,5,9925,83005,60145,59544,601,"[6564, 317, 17, 361, 379, 148, 395]","[6564, 6881, 6898, 7259, 7638, 7786, 8181]"
general election,1997,Cavan–Monaghan ,Fine Gael,Bill Cotter,5,9925,83005,60145,59544,601,"[4665, 109, 5, 141, 476, 461, 0]","[4665, 4774, 4779, 4920, 5396, 5857, 0]"
general election,1997,Cavan–Monaghan ,Fine Gael,Paddy O'Reilly,5,9925,83005,60145,59544,601,"[4532, 57, 4, 206, 331, 0, 0]","[4532, 4589, 4593, 4799, 5130, 0, 0]"
general election,1997,Cavan–Monaghan ,Labour Party,Ann Gallagher,5,9925,83005,60145,59544,601,"[2359, 176, 22, 178, 0, 0, 0]","[2359, 2535, 2557, 2735, 0, 0, 0]"
general election,1997,Cavan–Monaghan ,Christian Solidarity,Gene Flood,5,9925,83005,60145,59544,601,"[1024, 127, 30, 0, 0, 0, 0]","[1024, 1151, 1181, 0, 0, 0, 0]"
general election,1997,Cavan–Monaghan ,Christian Solidarity,Larry McGinn,5,9925,83005,60145,59544,601,"[1001, 61, 18, 0, 0, 0, 0]","[1001, 1062, 1080, 0, 0, 0, 0]"
general election,1997,Cavan–Monaghan ,Independent,Joseph Duffy,5,9925,83005,60145,59544,601,"[99, 35, 0, 0, 0, 0, 0]","[99, 134, 0, 0, 0, 0, 0]"
general election,1997,Clare ,Fianna Fáil,Tony Killeen,4,9378,71491,47366,46889,477,"[8169, 88, 120, 150, 115, 260, 1035, -559, 0]","[8169, 8257, 8377, 8527, 8642, 8902, 9937, 9378, 9378]"
general election,1997,Clare ,Fianna Fáil,Síle de Valera,4,9378,71491,47366,46889,477,"[8025, 79, 113, 186, 128, 292, 886, 0, -331]","[8025, 8104, 8217, 8403, 8531, 8823, 9709, 9709, 9378]"
general election,1997,Clare ,Fine Gael,Donal Carey,4,9378,71491,47366,46889,477,"[7781, 76, 110, 154, 543, 414, 555, 0, 0]","[7781, 7857, 7967, 8121, 8664, 9078, 9633, 9633, 9633]"
general election,1997,Clare ,Fianna Fáil,Brendan Daly,4,9378,71491,47366,46889,477,"[7420, 91, 55, 95, 70, 107, 530, 422, 252]","[7420, 7511, 7566, 7661, 7731, 7838, 8368, 8790, 9042]"
general election,1997,Clare ,Fine Gael,Madeleine Taylor-Quinn,4,9378,71491,47366,46889,477,"[6325, 77, 70, 95, 633, 455, 505, 137, 79]","[6325, 6402, 6472, 6567, 7200, 7655, 8160, 8297, 8376]"
general election,1997,Clare ,Progressive Democrats,Mary Mannion,4,9378,71491,47366,46889,477,"[3250, 30, 60, 105, 86, 298, 0, 0, 0]","[3250, 3280, 3340, 3445, 3531, 3829, 0, 0, 0]"
general election,1997,Clare ,Green Party,Brian Meaney,4,9378,71491,47366,46889,477,"[1682, 67, 151, 133, 246, 0, 0, 0, 0]","[1682, 1749, 1900, 2033, 2279, 0, 0, 0, 0]"
general election,1997,Clare ,Labour Party,Brídín Twist,4,9378,71491,47366,46889,477,"[1684, 26, 99, 73, 0, 0, 0, 0, 0]","[1684, 1710, 1809, 1882, 0, 0, 0, 0, 0]"
general election,1997,Clare ,National Party,Rita O'Connor,4,9378,71491,47366,46889,477,"[876, 149, 120, 0, 0, 0, 0, 0, 0]","[876, 1025, 1145, 0, 0, 0, 0, 0, 0]"
general election,1997,Clare ,Independent,Brigid Makowski,4,9378,71491,47366,46889,477,"[944, 38, 0, 0, 0, 0, 0, 0, 0]","[944, 982, 0, 0, 0, 0, 0, 0, 0]"
