election,year,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
general election,2016,Carlow–Kilkenny ,Fianna Fáil,John McGuinness,5,11669,107023,70514,70009,505,"[10528, 17, 278, 63, 79, 525, 413, -234, 0, 0, 0]","[10528, 10545, 10823, 10886, 10965, 11490, 11903, 11669, 11669, 11669, 11669]"
general election,2016,Carlow–Kilkenny ,Fine Gael,John Paul Phelan,5,11669,107023,70514,70009,505,"[7568, 9, 112, 24, 55, 312, 340, 30, 1772, 3978, -2531]","[7568, 7577, 7689, 7713, 7768, 8080, 8420, 8450, 10222, 14200, 11669]"
general election,2016,Carlow–Kilkenny ,Sinn Féin,Kathleen Funchion,5,11669,107023,70514,70009,505,"[8700, 138, 53, 203, 762, 372, 706, 36, 546, 204, 0]","[8700, 8838, 8891, 9094, 9856, 10228, 10934, 10970, 11516, 11720, 11720]"
general election,2016,Carlow–Kilkenny ,Fianna Fáil,Bobby Aylward,5,11669,107023,70514,70009,505,"[9366, 9, 94, 22, 58, 254, 153, 74, 604, 443, 258]","[9366, 9375, 9469, 9491, 9549, 9803, 9956, 10030, 10634, 11077, 11335]"
general election,2016,Carlow–Kilkenny ,Fine Gael,Pat Deering,5,11669,107023,70514,70009,505,"[6562, 18, 26, 17, 70, 136, 108, 3, 735, 1260, 2214]","[6562, 6580, 6606, 6623, 6693, 6829, 6937, 6940, 7675, 8935, 11149]"
general election,2016,Carlow–Kilkenny ,Fianna Fáil,Jennifer Murnane O'Connor,5,11669,107023,70514,70009,505,"[8373, 63, 66, 38, 205, 174, 104, 26, 322, 88, 59]","[8373, 8436, 8502, 8540, 8745, 8919, 9023, 9049, 9371, 9459, 9518]"
general election,2016,Carlow–Kilkenny ,Fine Gael,David Fitzgerald,5,11669,107023,70514,70009,505,"[5017, 4, 73, 12, 16, 233, 331, 35, 867, 0, 0]","[5017, 5021, 5094, 5106, 5122, 5355, 5686, 5721, 6588, 0, 0]"
general election,2016,Carlow–Kilkenny ,Labour Party,Ann Phelan,5,11669,107023,70514,70009,505,"[4391, 5, 46, 23, 83, 192, 826, 30, 0, 0, 0]","[4391, 4396, 4442, 4465, 4548, 4740, 5566, 5596, 0, 0, 0]"
general election,2016,Carlow–Kilkenny ,Green Party,Malcolm Noonan,5,11669,107023,70514,70009,505,"[2621, 34, 62, 99, 392, 452, 0, 0, 0, 0, 0]","[2621, 2655, 2717, 2816, 3208, 3660, 0, 0, 0, 0, 0]"
general election,2016,Carlow–Kilkenny ,Renua,Patrick McKee,5,11669,107023,70514,70009,505,"[2483, 28, 145, 96, 253, 0, 0, 0, 0, 0, 0]","[2483, 2511, 2656, 2752, 3005, 0, 0, 0, 0, 0, 0]"
general election,2016,Carlow–Kilkenny ,Anti-Austerity Alliance - People Before Profit,Adrienne Wallace,5,11669,107023,70514,70009,505,"[1582, 146, 41, 573, 0, 0, 0, 0, 0, 0, 0]","[1582, 1728, 1769, 2342, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Carlow–Kilkenny ,Anti-Austerity Alliance - People Before Profit,Conor MacLiam,5,11669,107023,70514,70009,505,"[1120, 59, 52, 0, 0, 0, 0, 0, 0, 0, 0]","[1120, 1179, 1231, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Carlow–Kilkenny ,Independent,Paddy Manning,5,11669,107023,70514,70009,505,"[1078, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1078, 1142, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Carlow–Kilkenny ,Independent,Keith Gilligan,5,11669,107023,70514,70009,505,"[456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Carlow–Kilkenny ,Independent,Noel G Walsh,5,11669,107023,70514,70009,505,"[164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cavan–Monaghan ,Fine Gael,Heather Humphreys,4,11931,90618,,59650,598,"[12391, -460, 0, 0, 0, 0, 0, 0, 0, 0]","[12391, 11931, 11931, 11931, 11931, 11931, 11931, 11931, 11931, 11931]"
general election,2016,Cavan–Monaghan ,Sinn Féin,Caoimhghín Ó Caoláin,4,11931,90618,,59650,598,"[10060, 44, 15, 146, 150, 236, 396, 820, 5315, -5251]","[10060, 10104, 10119, 10265, 10415, 10651, 11047, 11867, 17182, 11931]"
general election,2016,Cavan–Monaghan ,Fianna Fáil,Brendan Smith,4,11931,90618,,59650,598,"[8775, 27, 5, 43, 102, 94, 96, 1784, 431, 763]","[8775, 8802, 8807, 8850, 8952, 9046, 9142, 10926, 11357, 12120]"
general election,2016,Cavan–Monaghan ,Fianna Fáil,Niamh Smyth,4,11931,90618,,59650,598,"[6268, 28, 1, 45, 113, 129, 158, 1474, 546, 882]","[6268, 6296, 6297, 6342, 6455, 6584, 6742, 8216, 8762, 9644]"
general election,2016,Cavan–Monaghan ,Fine Gael,Joe O'Reilly,4,11931,90618,,59650,598,"[6566, 280, 2, 39, 90, 278, 460, 348, 258, 469]","[6566, 6846, 6848, 6887, 6977, 7255, 7715, 8063, 8321, 8790]"
general election,2016,Cavan–Monaghan ,Sinn Féin,Kathryn Reilly,4,11931,90618,,59650,598,"[6066, 7, 5, 190, 151, 180, 138, 256, 0, 0]","[6066, 6073, 6078, 6268, 6419, 6599, 6737, 6993, 0, 0]"
general election,2016,Cavan–Monaghan ,Fianna Fáil,Mike Durkin,4,11931,90618,,59650,598,"[2909, 18, 4, 10, 36, 85, 184, 0, 0, 0]","[2909, 2927, 2931, 2941, 2977, 3062, 3246, 0, 0, 0]"
general election,2016,Cavan–Monaghan ,Independent,Mary Smyth,4,11931,90618,,59650,598,"[1589, 11, 9, 100, 202, 151, 278, 0, 0, 0]","[1589, 1600, 1609, 1709, 1911, 2062, 2340, 0, 0, 0]"
general election,2016,Cavan–Monaghan ,Independent,Seán Conlan,4,11931,90618,,59650,598,"[1665, 21, 2, 66, 99, 127, 0, 0, 0, 0]","[1665, 1686, 1688, 1754, 1853, 1980, 0, 0, 0, 0]"
general election,2016,Cavan–Monaghan ,Green Party,Micheal Callaghan,4,11931,90618,,59650,598,"[1251, 11, 7, 141, 113, 0, 0, 0, 0, 0]","[1251, 1262, 1269, 1410, 1523, 0, 0, 0, 0, 0]"
general election,2016,Cavan–Monaghan ,Independent,John Wilson,4,11931,90618,,59650,598,"[1023, 6, 7, 135, 0, 0, 0, 0, 0, 0]","[1023, 1029, 1036, 1171, 0, 0, 0, 0, 0, 0]"
general election,2016,Cavan–Monaghan ,Direct Democracy,Mick McDermott,4,11931,90618,,59650,598,"[475, 1, 3, 0, 0, 0, 0, 0, 0, 0]","[475, 476, 479, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cavan–Monaghan ,Direct Democracy,Aoife O'Connell,4,11931,90618,,59650,598,"[279, 3, 10, 0, 0, 0, 0, 0, 0, 0]","[279, 282, 292, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cavan–Monaghan ,Independent,Emmett Smith,4,11931,90618,,59650,598,"[245, 1, 12, 0, 0, 0, 0, 0, 0, 0]","[245, 246, 258, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cavan–Monaghan ,Independent,Jimmy Mee,4,11931,90618,,59650,598,"[88, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[88, 90, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Clare ,Fianna Fáil,Timmy Dooley,4,11401,83660,57407,57000,407,"[10215, 77, 90, 98, 144, 148, 1378, -749, 0, 0, 0, 0]","[10215, 10292, 10382, 10480, 10624, 10772, 12150, 11401, 11401, 11401, 11401, 11401]"
general election,2016,Clare ,Independent,Michael Harty,4,11401,83660,57407,57000,407,"[8629, 183, 166, 627, 235, 520, 328, 155, 1119, -561, 0, 0]","[8629, 8812, 8978, 9605, 9840, 10360, 10688, 10843, 11962, 11401, 11401, 11401]"
general election,2016,Clare ,Fine Gael,Pat Breen,4,11401,83660,57407,57000,407,"[6583, 38, 19, 217, 480, 83, 92, 25, 278, 95, 382, 1796]","[6583, 6621, 6640, 6857, 7337, 7420, 7512, 7537, 7815, 7910, 8292, 10088]"
general election,2016,Clare ,Fine Gael,Joe Carey,4,11401,83660,57407,57000,407,"[6071, 44, 33, 47, 583, 116, 138, 30, 360, 113, 396, 1984]","[6071, 6115, 6148, 6195, 6778, 6894, 7032, 7062, 7422, 7535, 7931, 9915]"
general election,2016,Clare ,Fianna Fáil,Michael McDonagh,4,11401,83660,57407,57000,407,"[4726, 23, 15, 190, 43, 59, 441, 390, 252, 90, 700, 833]","[4726, 4749, 4764, 4954, 4997, 5056, 5497, 5887, 6139, 6229, 6929, 7762]"
general election,2016,Clare ,Labour Party,Michael McNamara,4,11401,83660,57407,57000,407,"[4472, 44, 71, 85, 224, 451, 151, 71, 386, 135, 754, 0]","[4472, 4516, 4587, 4672, 4896, 5347, 5498, 5569, 5955, 6090, 6844, 0]"
general election,2016,Clare ,Sinn Féin,Noeleen Moran,4,11401,83660,57407,57000,407,"[4216, 61, 242, 92, 53, 293, 101, 25, 390, 128, 0, 0]","[4216, 4277, 4519, 4611, 4664, 4957, 5058, 5083, 5473, 5601, 0, 0]"
general election,2016,Clare ,Independent,Ann Norton,4,11401,83660,57407,57000,407,"[2240, 81, 121, 79, 165, 296, 170, 53, 0, 0, 0, 0]","[2240, 2321, 2442, 2521, 2686, 2982, 3152, 3205, 0, 0, 0, 0]"
general election,2016,Clare ,Fianna Fáil,Claire Colleran-Molloy,4,11401,83660,57407,57000,407,"[2639, 34, 24, 19, 108, 56, 0, 0, 0, 0, 0, 0]","[2639, 2673, 2697, 2716, 2824, 2880, 0, 0, 0, 0, 0, 0]"
general election,2016,Clare ,Green Party,Fergal Smith,4,11401,83660,57407,57000,407,"[1700, 64, 328, 52, 49, 0, 0, 0, 0, 0, 0, 0]","[1700, 1764, 2092, 2144, 2193, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Clare ,Fine Gael,Mary Howard,4,11401,83660,57407,57000,407,"[2053, 23, 22, 21, 0, 0, 0, 0, 0, 0, 0, 0]","[2053, 2076, 2098, 2119, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Clare ,Independent,Ian Lynch,4,11401,83660,57407,57000,407,"[1494, 41, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1494, 1535, 1575, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Clare ,Fís Nua,Niamh O'Brien,4,11401,83660,57407,57000,407,"[1154, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1154, 1216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Clare ,Independent,Richard Cahill,4,11401,83660,57407,57000,407,"[699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Clare ,Independent,André Sibo Hakizimana,4,11401,83660,57407,57000,407,"[70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Clare ,Independent,Dermot Mulqueen,4,11401,83660,57407,57000,407,"[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork East ,Labour Party,Seán Sherlock,4,10562,83236,,52806,445,"[6949, 175, 270, 92, 294, 894, 312, 930, 1887, -1241]","[6949, 7124, 7394, 7486, 7780, 8674, 8986, 9916, 11803, 10562]"
general election,2016,Cork East ,Fine Gael,David Stanton,4,10562,83236,,52806,445,"[7171, 125, 105, 83, 109, 719, 787, 548, 1911, 0]","[7171, 7296, 7401, 7484, 7593, 8312, 9099, 9647, 11558, 11558]"
general election,2016,Cork East ,Fianna Fáil,Kevin O'Keeffe,4,10562,83236,,52806,445,"[8264, 26, 57, 69, 132, 327, 379, 626, 1155, 0]","[8264, 8290, 8347, 8416, 8548, 8875, 9254, 9880, 11035, 11035]"
general election,2016,Cork East ,Sinn Féin,Pat Buckley,4,10562,83236,,52806,445,"[5358, 79, 135, 397, 807, 85, 820, 494, 282, 182]","[5358, 5437, 5572, 5969, 6776, 6861, 7681, 8175, 8457, 8639]"
general election,2016,Cork East ,Fianna Fáil,Barbara Ahern,4,10562,83236,,52806,445,"[4594, 41, 95, 94, 162, 95, 472, 663, 216, 349]","[4594, 4635, 4730, 4824, 4986, 5081, 5553, 6216, 6432, 6781]"
general election,2016,Cork East ,Fine Gael,Noel McCarthy,4,10562,83236,,52806,445,"[4406, 19, 54, 86, 153, 970, 91, 424, 0, 0]","[4406, 4425, 4479, 4565, 4718, 5688, 5779, 6203, 0, 0]"
general election,2016,Cork East ,Renua,Paul Bradford,4,10562,83236,,52806,445,"[3244, 83, 133, 71, 303, 357, 405, 0, 0, 0]","[3244, 3327, 3460, 3531, 3834, 4191, 4596, 0, 0, 0]"
general election,2016,Cork East ,Independent,Mary Linehan-Foley,4,10562,83236,,52806,445,"[3145, 135, 85, 150, 589, 28, 0, 0, 0, 0]","[3145, 3280, 3365, 3515, 4104, 4132, 0, 0, 0, 0]"
general election,2016,Cork East ,Fine Gael,Tom Barry,4,10562,83236,,52806,445,"[3461, 34, 25, 12, 41, 0, 0, 0, 0, 0]","[3461, 3495, 3520, 3532, 3573, 0, 0, 0, 0, 0]"
general election,2016,Cork East ,Anti-Austerity Alliance - People Before Profit,Ciara Leonardi-Roche,4,10562,83236,,52806,445,"[1999, 177, 410, 651, 0, 0, 0, 0, 0, 0]","[1999, 2176, 2586, 3237, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork East ,Independent,Kieran McCarthy,4,10562,83236,,52806,445,"[1635, 57, 121, 0, 0, 0, 0, 0, 0, 0]","[1635, 1692, 1813, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork East ,Social Democrats,Ken Curtin,4,10562,83236,,52806,445,"[1386, 184, 0, 0, 0, 0, 0, 0, 0, 0]","[1386, 1570, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork East ,Green Party,Natasha Harty,4,10562,83236,,52806,445,"[806, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[806, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork East ,Independent,Paddy Bullman,4,10562,83236,,52806,445,"[241, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[241, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork East ,Independent,Ross Cannon,4,10562,83236,,52806,445,"[147, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[147, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork North–Central ,Fianna Fáil,Billy Kelleher,4,10235,81609,,51174,516,"[14286, -4051, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[14286, 10235, 10235, 10235, 10235, 10235, 10235, 10235, 10235, 10235, 10235]"
general election,2016,Cork North–Central ,Anti-Austerity Alliance - People Before Profit,Mick Barry,4,10235,81609,,51174,516,"[8041, 672, 191, 234, 209, 750, 617, 0, 0, -479, 0]","[8041, 8713, 8904, 9138, 9347, 10097, 10714, 10714, 10714, 10235, 10235]"
general election,2016,Cork North–Central ,Sinn Féin,Jonathan O'Brien,4,10235,81609,,51174,516,"[6231, 410, 113, 111, 74, 321, 202, 3617, -844, 0, 0]","[6231, 6641, 6754, 6865, 6939, 7260, 7462, 11079, 10235, 10235, 10235]"
general election,2016,Cork North–Central ,Fine Gael,Dara Murphy,4,10235,81609,,51174,516,"[5264, 454, 28, 54, 157, 51, 158, 84, 119, 34, 2853]","[5264, 5718, 5746, 5800, 5957, 6008, 6166, 6250, 6369, 6403, 9256]"
general election,2016,Cork North–Central ,Labour Party,Kathleen Lynch,4,10235,81609,,51174,516,"[3723, 635, 61, 87, 102, 110, 568, 150, 369, 168, 1518]","[3723, 4358, 4419, 4506, 4608, 4718, 5286, 5436, 5805, 5973, 7491]"
general election,2016,Cork North–Central ,Fine Gael,Julie O'Leary,4,10235,81609,,51174,516,"[3841, 442, 81, 79, 244, 84, 367, 87, 263, 93, 0]","[3841, 4283, 4364, 4443, 4687, 4771, 5138, 5225, 5488, 5581, 0]"
general election,2016,Cork North–Central ,Sinn Féin,Thomas Gould,4,10235,81609,,51174,516,"[3773, 274, 53, 75, 61, 162, 60, 0, 0, 0, 0]","[3773, 4047, 4100, 4175, 4236, 4398, 4458, 0, 0, 0, 0]"
general election,2016,Cork North–Central ,Green Party,Oliver Moran,4,10235,81609,,51174,516,"[1693, 243, 75, 97, 223, 159, 0, 0, 0, 0, 0]","[1693, 1936, 2011, 2108, 2331, 2490, 0, 0, 0, 0, 0]"
general election,2016,Cork North–Central ,Workers' Party,Ted Tynan,4,10235,81609,,51174,516,"[1419, 196, 79, 111, 114, 0, 0, 0, 0, 0, 0]","[1419, 1615, 1694, 1805, 1919, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork North–Central ,Renua,Paddy O'Leary,4,10235,81609,,51174,516,"[1120, 325, 75, 196, 0, 0, 0, 0, 0, 0, 0]","[1120, 1445, 1520, 1716, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork North–Central ,Independent,Ger Keohane,4,10235,81609,,51174,516,"[912, 240, 148, 0, 0, 0, 0, 0, 0, 0, 0]","[912, 1152, 1300, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork North–Central ,People’s Convention ,Thomas Kiely,4,10235,81609,,51174,516,"[473, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[473, 548, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork North–Central ,Independent,Mick Murphy,4,10235,81609,,51174,516,"[215, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[215, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork North–Central ,Independent,Peter O'Loughlin,4,10235,81609,,51174,516,"[183, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[183, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork North–West ,Fine Gael,Michael Creed,3,11740,67589,,46958,395,"[8869, 155, 150, 153, 239, 181, 331, 4879, -3217]","[8869, 9024, 9174, 9327, 9566, 9747, 10078, 14957, 11740]"
general election,2016,Cork North–West ,Fianna Fáil,Aindrias Moynihan,3,11740,67589,,46958,395,"[8924, 80, 197, 166, 311, 278, 799, 386, 818]","[8924, 9004, 9201, 9367, 9678, 9956, 10755, 11141, 11959]"
general election,2016,Cork North–West ,Fianna Fáil,Michael Moynihan,3,11740,67589,,46958,395,"[7332, 12, 30, 145, 239, 386, 244, 840, 701]","[7332, 7344, 7374, 7519, 7758, 8144, 8388, 9228, 9929]"
general election,2016,Cork North–West ,Independent,John Paul O'Shea,3,11740,67589,,46958,395,"[4814, 105, 114, 411, 279, 964, 1210, 652, 1131]","[4814, 4919, 5033, 5444, 5723, 6687, 7897, 8549, 9680]"
general election,2016,Cork North–West ,Fine Gael,Áine Collins,3,11740,67589,,46958,395,"[6237, 60, 198, 190, 259, 247, 197, 0, 0]","[6237, 6297, 6495, 6685, 6944, 7191, 7388, 0, 0]"
general election,2016,Cork North–West ,Sinn Féin,Nigel Dennehy,3,11740,67589,,46958,395,"[3238, 96, 151, 148, 150, 473, 0, 0, 0]","[3238, 3334, 3485, 3633, 3783, 4256, 0, 0, 0]"
general election,2016,Cork North–West ,Independent Alliance,Diarmuid O'Flynn,3,11740,67589,,46958,395,"[2159, 158, 182, 228, 203, 0, 0, 0, 0]","[2159, 2317, 2499, 2727, 2930, 0, 0, 0, 0]"
general election,2016,Cork North–West ,Renua,Jason Fitzgerald,3,11740,67589,,46958,395,"[1568, 65, 127, 120, 0, 0, 0, 0, 0]","[1568, 1633, 1760, 1880, 0, 0, 0, 0, 0]"
general election,2016,Cork North–West ,Independent,Steven O'Riordan,3,11740,67589,,46958,395,"[1361, 169, 198, 0, 0, 0, 0, 0, 0]","[1361, 1530, 1728, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork North–West ,Green Party,Cormac Manning,3,11740,67589,,46958,395,"[1354, 147, 0, 0, 0, 0, 0, 0, 0]","[1354, 1501, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork North–West ,Independent,Jerry O'Sullivan,3,11740,67589,,46958,395,"[478, 0, 0, 0, 0, 0, 0, 0, 0]","[478, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork North–West ,People’s Convention ,Shirley Griffin,3,11740,67589,,46958,395,"[439, 0, 0, 0, 0, 0, 0, 0, 0]","[439, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork North–West ,Communist Party,Michael O'Donnell,3,11740,67589,,46958,395,"[185, 0, 0, 0, 0, 0, 0, 0, 0]","[185, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork South–Central ,Fianna Fáil,Michael McGrath,4,11137,,56086,55682,404,"[11795, -658, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11795, 11137, 11137, 11137, 11137, 11137, 11137, 11137, 11137, 11137, 11137]"
general election,2016,Cork South–Central ,Fianna Fáil,Micheál Martin,4,11137,,56086,55682,404,"[11346, 0, -209, 0, 0, 0, 0, 0, 0, 0, 0]","[11346, 11346, 11137, 11137, 11137, 11137, 11137, 11137, 11137, 11137, 11137]"
general election,2016,Cork South–Central ,Sinn Féin,Donnchadh Ó Laoghaire,4,11137,,56086,55682,404,"[6986, 104, 32, 30, 105, 157, 110, 353, 489, 160, 2127]","[6986, 7090, 7122, 7152, 7257, 7414, 7524, 7877, 8366, 8526, 10653]"
general election,2016,Cork South–Central ,Fine Gael,Simon Coveney,4,11137,,56086,55682,404,"[7865, 315, 53, 8, 52, 10, 165, 59, 64, 724, 1057]","[7865, 8180, 8233, 8241, 8293, 8303, 8468, 8527, 8591, 9315, 10372]"
general election,2016,Cork South–Central ,Fine Gael,Jerry Buttimer,4,11137,,56086,55682,404,"[6419, 79, 32, 2, 36, 14, 119, 26, 59, 1057, 1274]","[6419, 6498, 6530, 6532, 6568, 6582, 6701, 6727, 6786, 7843, 9117]"
general election,2016,Cork South–Central ,Independent Alliance,Mick Finn,4,11137,,56086,55682,404,"[2378, 45, 23, 8, 74, 55, 103, 183, 330, 157, 0]","[2378, 2423, 2446, 2454, 2528, 2583, 2686, 2869, 3199, 3356, 0]"
general election,2016,Cork South–Central ,Green Party,Lorna Bogue,4,11137,,56086,55682,404,"[2064, 31, 13, 6, 69, 60, 121, 88, 478, 361, 0]","[2064, 2095, 2108, 2114, 2183, 2243, 2364, 2452, 2930, 3291, 0]"
general election,2016,Cork South–Central ,Labour Party,Ciarán Lynch,4,11137,,56086,55682,404,"[2417, 45, 16, 3, 23, 9, 61, 37, 74, 0, 0]","[2417, 2462, 2478, 2481, 2504, 2513, 2574, 2611, 2685, 0, 0]"
general election,2016,Cork South–Central ,Anti-Austerity Alliance - People Before Profit,Fiona Ryan,4,11137,,56086,55682,404,"[937, 17, 6, 16, 61, 455, 100, 290, 0, 0, 0]","[937, 954, 960, 976, 1037, 1492, 1592, 1882, 0, 0, 0]"
general election,2016,Cork South–Central ,People’s Convention ,Diarmaid Ó Cadhla,4,11137,,56086,55682,404,"[869, 16, 6, 50, 106, 60, 81, 0, 0, 0, 0]","[869, 885, 891, 941, 1047, 1107, 1188, 0, 0, 0, 0]"
general election,2016,Cork South–Central ,Renua,Ciarán Kenneally,4,11137,,56086,55682,404,"[887, 44, 13, 7, 39, 24, 0, 0, 0, 0, 0]","[887, 931, 944, 951, 990, 1014, 0, 0, 0, 0, 0]"
general election,2016,Cork South–Central ,Anti-Austerity Alliance - People Before Profit,Jim O’Connell,4,11137,,56086,55682,404,"[795, 15, 5, 14, 51, 0, 0, 0, 0, 0, 0]","[795, 810, 815, 829, 880, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork South–Central ,Independent,Joe Harris,4,11137,,56086,55682,404,"[350, 21, 5, 12, 0, 0, 0, 0, 0, 0, 0]","[350, 371, 376, 388, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork South–Central ,Independent,Elizabeth Hourihane,4,11137,,56086,55682,404,"[304, 23, 2, 4, 0, 0, 0, 0, 0, 0, 0]","[304, 327, 329, 333, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork South–Central ,Independent,Michael Mohally,4,11137,,56086,55682,404,"[170, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[170, 173, 176, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2016,Cork South–West ,Fianna Fáil,Margaret Murphy-O'Mahony,3,10815,63583,,43258,331,"[8482, 363, 383, 792, 1942]","[8482, 8845, 9228, 10020, 11962]"
general election,2016,Cork South–West ,Independent,Michael Collins,3,10815,63583,,43258,331,"[6765, 582, 446, 1465, 1805]","[6765, 7347, 7793, 9258, 11063]"
general election,2016,Cork South–West ,Fine Gael,Jim Daly,3,10815,63583,,43258,331,"[7370, 263, 890, 251, 1025]","[7370, 7633, 8523, 8774, 9799]"
general election,2016,Cork South–West ,Fine Gael,Noel Harrington,3,10815,63583,,43258,331,"[6433, 141, 803, 167, 664]","[6433, 6574, 7377, 7544, 8208]"
general election,2016,Cork South–West ,Independent,Alan Coleman,3,10815,63583,,43258,331,"[4955, 317, 362, 771, 0]","[4955, 5272, 5634, 6405, 0]"
general election,2016,Cork South–West ,Sinn Féin,Rachel McCarthy,3,10815,63583,,43258,331,"[3656, 337, 267, 0, 0]","[3656, 3993, 4260, 0, 0]"
general election,2016,Cork South–West ,Labour Party,Michael McCarthy,3,10815,63583,,43258,331,"[3035, 362, 0, 0, 0]","[3035, 3397, 0, 0, 0]"
general election,2016,Cork South–West ,Green Party,Johnny O'Mahony,3,10815,63583,,43258,331,"[752, 0, 0, 0, 0]","[752, 0, 0, 0, 0]"
general election,2016,Cork South–West ,Independent,Gillian Powell,3,10815,63583,,43258,331,"[701, 0, 0, 0, 0]","[701, 0, 0, 0, 0]"
general election,2016,Cork South–West ,Catholic Democrats,Theresa Heaney,3,10815,63583,,43258,331,"[686, 0, 0, 0, 0]","[686, 0, 0, 0, 0]"
general election,2016,Cork South–West ,Independent,Fiona Pettit O'Leary,3,10815,63583,,43258,331,"[423, 0, 0, 0, 0]","[423, 0, 0, 0, 0]"
general election,2016,Donegal,Fianna Fáil,Charlie McConalogue,5,12218,117675,,73303,654,"[12533, 0, -315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12533, 12533, 12218, 12218, 12218, 12218, 12218, 12218, 12218, 12218, 12218, 12218, 12218]"
general election,2016,Donegal,Sinn Féin,Pearse Doherty,5,12218,117675,,73303,654,"[10300, 5, 25, 194, 346, 183, 137, 3410, -2382, 0, 0, 0, 0]","[10300, 10305, 10330, 10524, 10870, 11053, 11190, 14600, 12218, 12218, 12218, 12218, 12218]"
general election,2016,Donegal,Fianna Fáil,Pat the Cope Gallagher,5,12218,117675,,73303,654,"[10198, 5, 159, 142, 190, 247, 219, 107, 131, 434, 1306, -920, 0]","[10198, 10203, 10362, 10504, 10694, 10941, 11160, 11267, 11398, 11832, 13138, 12218, 12218]"
general election,2016,Donegal,Fine Gael,Joe McHugh,5,12218,117675,,73303,654,"[8412, 2, 29, 261, 91, 170, 2051, 24, 21, 723, 685, 0, -251]","[8412, 8414, 8443, 8704, 8795, 8965, 11016, 11040, 11061, 11784, 12469, 12469, 12218]"
